"","OTU","p_time","p_group","p_group_time","p_time","p_group","p_group_time"
"98","OTU_2169",0.698594289699105,0.551323831326164,0.611002883342428,"ns","ns","ns"
"99","OTU_2171",4.81281589616688e-06,0.999992468391472,0.9999926381032,"s","ns","ns"
"100","OTU_2172",0.365293214170817,0.999998019039197,0.999999994483375,"ns","ns","ns"
"101","OTU_2179",5.85415870142785e-05,0.999998009387683,0.999999984690945,"s","ns","ns"
"102","OTU_2180",0.86866322501045,1.81651959997738e-05,9.74424824977108e-09,"ns","s","s"
"103","OTU_2183",1.1227974098185e-07,0.999999810642924,0.999999994297178,"s","ns","ns"
"104","OTU_2192",0.398152155392134,0.000316865283365498,0.918924982997322,"ns","s","ns"
"105","OTU_2195",0.87419408183691,0.000136857270483686,1.01141629372329e-05,"ns","s","s"
"106","OTU_2201",0.00158118418466972,2.25049483210056e-05,1.67244206746142e-16,"s","s","s"
"107","OTU_2202",0.418160895375378,1.97573078247015e-06,4.00911750943988e-09,"ns","s","s"
"108","OTU_2203",0.00767797619565073,8.44617285390655e-06,1.50559305983798e-13,"s","s","s"
"109","OTU_2213",0.535643780521237,0.000580228768161759,0.138019791514609,"ns","s","ns"
"110","OTU_2220",0.0112296679862942,8.65094296973891e-06,1.68418306964574e-08,"s","s","s"
"111","OTU_2227",0.140637295736342,0.000240060237241122,1.92494858570235e-06,"ns","s","s"
"112","OTU_2239",0.00187232755884677,0.999997875317009,0.999999992706795,"s","ns","ns"
"113","OTU_2240",0.121376623010639,0.999992078363368,0.999992303462863,"ns","ns","ns"
"114","OTU_2242",0.934113882293952,1.07848015535598e-08,1.10854257687794e-08,"ns","s","s"
"115","OTU_2245",0.101739180089866,2.20819610636136e-06,7.28610331512704e-06,"ns","s","s"
"116","OTU_2248",0.0967228785269468,0.00043169477302348,5.47088619741594e-05,"ns","s","s"
"117","OTU_2257",5.17299984595395e-08,0.99999966862126,0.999999987515705,"s","ns","ns"
"118","OTU_2270",0.417381550508938,1.13310344615108e-06,0.00739896424956441,"ns","s","s"
"119","OTU_2277",0.670357263510672,1.22678938619129e-07,1.34702344306567e-10,"ns","s","s"
"120","OTU_2285",0.664677642873856,0.000196060874452872,6.86928032407933e-07,"ns","s","s"
"121","OTU_2286",0.912091564952479,0.0537863070257733,0.0876759277769881,"ns","ns","ns"
"122","OTU_2301",1.73175931721574e-07,0.999997985433723,0.999999959001478,"s","ns","ns"
"123","OTU_2326",0.282415451253844,0.999991832893394,0.999992107754439,"ns","ns","ns"
"124","OTU_2327",0.289681691945047,0.999992164125726,0.999992407303239,"ns","ns","ns"
"125","OTU_2342",0.0487271920182705,1.34591091203377e-05,0.000902526795478848,"s","s","s"
"126","OTU_2351",0.0123260865739648,2.03038951570287e-07,3.12936725199442e-07,"s","s","s"
"127","OTU_2361",0.366026282461128,1.44960021849717e-06,3.01389790954068e-08,"ns","s","s"
"128","OTU_2389",0.000734136149975379,0.999993005152168,0.999993176100581,"s","ns","ns"
"129","OTU_2449",9.31014143998747e-07,0.999993020251278,0.999992503097607,"s","ns","ns"
"130","OTU_2508",4.23453460753602e-05,0.999997789443344,0.999999982876113,"s","ns","ns"
"131","OTU_2525",1.2094737905286e-08,0.999997716851996,0.999999945171847,"s","ns","ns"
"132","OTU_2571",NA,NA,NA,NA,NA,NA
"133","OTU_2573",0.000309332203294259,5.15906810755759e-05,0.015419983887765,"s","s","s"
"134","OTU_2577",0.000328166989480546,1.39367931122357e-05,0.00216249208177365,"s","s","s"
"135","OTU_2597",0.0547048091273099,0.999994486686994,0.999994624032494,"ns","ns","ns"
"136","OTU_2611",0.0850136780871871,2.88507501202757e-07,7.60421263996186e-11,"ns","s","s"
"137","OTU_2632",6.50130480088337e-11,0.999993058783918,0.99999211278232,"s","ns","ns"
"138","OTU_2658",0.293837516546453,0.298103946883792,0.0136023289753321,"ns","ns","s"
"139","OTU_2735",0.632126956339867,0.999997252519083,0.999999992305882,"ns","ns","ns"
"140","OTU_2809",0.225920138598083,0.000397187675724523,2.39855194655622e-05,"ns","s","s"
"141","OTU_2837",0.449729751538806,0.746681067816813,0.496969300775868,"ns","ns","ns"
"142","OTU_2850",0.375915283933669,0.000326458055571772,0.000685945432522105,"ns","s","s"
"143","OTU_2856",0.961601708661333,0.00840278587091451,0.00146468138951526,"ns","s","s"
"144","OTU_2864",0.066673426360475,0.999997884609931,0.999999974738143,"ns","ns","ns"
"145","OTU_2867",0.622129207157787,0.220989780307701,8.36369301146857e-05,"ns","ns","s"
"146","OTU_2871",0.167853060596594,1.2711884311591e-08,1.35046200142023e-15,"ns","s","s"
"147","OTU_2912",0.159488529273719,5.90102140589745e-06,7.32253219479576e-05,"ns","s","s"
"148","OTU_2929",0.290874842653154,2.10675499314092e-08,2.42836226887419e-15,"ns","s","s"
"149","OTU_2933",0.250635743103555,6.09190222059349e-07,7.65856499807659e-08,"ns","s","s"
"150","OTU_2935",0.0120444455223673,7.47225054674797e-07,1.22858639995472e-09,"s","s","s"
"151","OTU_2940",0.87936885163118,0.999997957117962,0.999999988976146,"ns","ns","ns"
"152","OTU_2961",0.955768575866071,0.999997435179611,0.999999985492497,"ns","ns","ns"
"153","OTU_2962",0.556131471838105,6.56998332148862e-07,1.41874664739268e-10,"ns","s","s"
"154","OTU_2972",0.00175565154111018,3.59089715612079e-06,3.81786463894983e-09,"s","s","s"
"155","OTU_2982",0.02008245002705,0.00711650690816614,0.351576496049908,"s","s","ns"
"156","OTU_2994",0.119849266864796,9.58457917701544e-05,0.867815586249744,"ns","s","ns"
"157","OTU_3007",0.021629093077422,0.999997126241229,0.999999989546296,"s","ns","ns"
"158","OTU_3009",0.337183860623301,0.999997391718798,0.999999999599657,"ns","ns","ns"
"159","OTU_3010",0.0801030585277072,0.99999918555044,0.999999194021722,"ns","ns","ns"
"160","OTU_3015",0.00160052898925748,0.0690084228484923,0.206351986269872,"s","ns","ns"
"161","OTU_3045",0.000457248331463646,0.999997893744175,0.999999985787288,"s","ns","ns"
"162","OTU_3076",0.922476722657684,0.999993536373883,0.999993695699106,"ns","ns","ns"
"163","OTU_3123",0.0572093006652672,0.999997991473882,0.999999991902477,"ns","ns","ns"
"164","OTU_3124",0.102890250108541,2.15820553687637e-11,2.4382689075215e-12,"ns","s","s"
"165","OTU_3128",3.01138046534654e-07,0.999997727657597,0.999999923979837,"s","ns","ns"
"166","OTU_3131",0.0262728369658114,0.999999746626551,0.999999998337347,"s","ns","ns"
"167","OTU_3132",0.150861978745491,0.999997827877001,0.999999999907511,"ns","ns","ns"
"168","OTU_3140",0.00499943936729361,0.999997837072492,0.999999983056955,"s","ns","ns"
"169","OTU_3148",0.0236519782404571,0.999998099654842,0.999999997909161,"s","ns","ns"
"170","OTU_3155",5.41533682986241e-11,0.999998065851509,0.999999934133951,"s","ns","ns"
"171","OTU_3158",0.0406944347708294,0.999997637811825,0.999999999310534,"s","ns","ns"
"172","OTU_3161",0.937716430003776,1.92701991578918e-06,5.36581117022691e-07,"ns","s","s"
"173","OTU_3168",2.31298888007792e-13,0.999997876619485,0.999999946675426,"s","ns","ns"
"174","OTU_3193",0.351274511554226,5.68077645035365e-10,3.96775211906066e-08,"ns","s","s"
"175","OTU_3208",2.03237632233889e-07,0.999998948600755,0.999998943013503,"s","ns","ns"
"176","OTU_3244",0.0118211069788493,0.000378698406511053,1.13809118707942e-07,"s","s","s"
"177","OTU_3247",0.00289394957840382,0.999994740293324,0.999993924784531,"s","ns","ns"
"178","OTU_3275",6.96510868835731e-05,0.999993903965445,0.999992894730574,"s","ns","ns"
"179","OTU_3276",0.156469906566846,0.999996088844296,0.999996153594737,"ns","ns","ns"
"180","OTU_3281",0.0983788256735659,0.999997972833435,0.999999995859749,"ns","ns","ns"
"181","OTU_3283",0.144641800976312,0.999997984576203,0.999999977055021,"ns","ns","ns"
"182","OTU_3300",0.85907477792303,0.00385218267122895,0.00578458676620739,"ns","s","s"
"183","OTU_3388",0.00729267867054951,0.999997644475858,0.99999997807825,"s","ns","ns"
"184","OTU_3393",0.548403076787283,0.999993376418642,0.999993542889924,"ns","ns","ns"
"185","OTU_3409",3.47421332503869e-06,0.999999792564527,0.999999992181408,"s","ns","ns"
"186","OTU_3417",0.00411049644386681,7.17965780332485e-05,1.07027151761602e-06,"s","s","s"
"187","OTU_3418",0.0543195281832466,0.99999743889592,0.999999996943037,"ns","ns","ns"
"188","OTU_3425",0.0142512733101466,3.40551054390792e-05,1.06708306350057e-05,"s","s","s"
"189","OTU_3427",0.258886751253118,0.999997400318577,0.999999975715418,"ns","ns","ns"
"190","OTU_3443",0.00208505894104398,0.999997458402718,0.999999961914416,"s","ns","ns"
"191","OTU_3449",0.000343960668347281,0.999997807898639,0.999999983828014,"s","ns","ns"
"192","OTU_3459",7.47865730756992e-05,0.999992541976642,0.99999272592561,"s","ns","ns"
"193","OTU_3470",0.00122480281463945,0.999998035048785,0.999999984726148,"s","ns","ns"
